agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,huc_cd,data_type_cd,parm_cd,stat_cd,begin_date,end_date,count_nu,state_cd,drain_area_va,cbsa_geoid,cbsa_name
USGS,01117000,"HUNT RIVER NEAR EAST GREENWICH, RI",41.6412122,-71.4445016,01090004,dv,00060,00003,1940-08-24,2020-06-21,29157,44,22.9,14460,"Boston-Cambridge-Newton, MA-NH"
USGS,01124500,"LITTLE RIVER NEAR OXFORD, MA",42.11592856,-71.89007238,01100001,dv,00060,00003,1939-07-27,2019-11-13,25533,25,27.4,14460,"Boston-Cambridge-Newton, MA-NH"
USGS,06727500,"FOURMILE CREEK AT ORODELL, CO",40.01866667,-105.32625,10190005,dv,00060,00003,1947-04-01,2020-06-21,8363,08,24.2,14500,"Boulder, CO"
USGS,03309000,"GREEN RIVER AT MAMMOTH CAVE, KY",37.18004845,-86.1124757,05110001,dv,00060,00003,1938-07-01,2020-06-21,6876,21,2020,14540,"Bowling Green, KY"
USGS,03314000,"DRAKES CREEK NEAR ALVATON, KY",36.89531974,-86.380546,05110002,dv,00060,00003,1940-10-01,2020-06-21,15238,21,478,14540,"Bowling Green, KY"
USGS,03314500,"BARREN RIVER AT BOWLING GREEN, KY",37.0028201,-86.432768,05110002,dv,00060,00003,1938-06-01,2020-06-21,27263,21,1849,14540,"Bowling Green, KY"
USGS,12054000,"DUCKABUSH RIVER NEAR BRINNON, WA",47.68398059,-123.011551,17110018,dv,00060,00003,1938-07-01,2020-06-21,29942,53,66.5,14740,"Bremerton-Silverdale-Port Orchard, WA"
USGS,01200000,"TENMILE RIVER NEAR GAYLORDSVILLE, CT",41.65876389,-73.5286833,01100005,dv,00060,00003,1930-10-01,2020-06-21,31471,36,203,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,01200500,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT",41.6531496,-73.4898462,01100005,dv,00060,00003,1940-10-01,2020-06-21,29113,09,996,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,01204000,"POMPERAUG RIVER AT SOUTHBURY, CT",41.48193889,-73.2245722,01100005,dv,00060,00003,1932-10-01,2020-06-21,32040,09,75.1,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,01205500,"HOUSATONIC RIVER AT STEVENSON, CT",41.38380278,-73.16663889,01100005,dv,00060,00003,1928-10-01,2020-06-21,33502,09,1544,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,01208500,"NAUGATUCK RIVER AT BEACON FALLS, CT",41.4423,-73.0622833,01100005,dv,00060,00003,1918-10-01,2020-06-21,35693,09,260,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,01209500,"SAUGATUCK RIVER NEAR WESTPORT, CT",41.17073056,-73.3648167,01100006,dv,00060,00003,1932-10-01,2020-06-21,16790,09,79.8,14860,"Bridgeport-Stamford-Norwalk, CT"
USGS,02226000,"ALTAMAHA RIVER AT DOCTORTOWN, GA",31.6546586,-81.827892,03070106,dv,00060,00003,1931-10-01,2020-06-21,32407,13,13600,15260,"Brunswick, GA"
USGS,02228000,"SATILLA RIVER AT ATKINSON, GA",31.21958333,-81.8664444,03070201,dv,00060,00003,1930-03-21,2020-06-21,32966,13,2790,15260,"Brunswick, GA"
USGS,04213500,CATTARAUGUS CREEK AT GOWANDA NY,42.4633333,-78.9341667,04120102,dv,00060,00003,1939-11-09,2020-06-21,28898,36,436,15380,"Buffalo-Cheektowaga, NY"
USGS,04214500,BUFFALO CREEK AT GARDENVILLE NY,42.8547222,-78.755,04120103,dv,00060,00003,1938-10-01,2020-06-21,28022,36,142,15380,"Buffalo-Cheektowaga, NY"
USGS,04215000,CAYUGA CREEK NEAR LANCASTER NY,42.89,-78.645,04120103,dv,00060,00003,1938-09-15,2020-06-21,27828,36,96.4,15380,"Buffalo-Cheektowaga, NY"
USGS,04215500,CAZENOVIA CREEK AT EBENEZER NY,42.8297222,-78.775,04120103,dv,00060,00003,1940-06-24,2020-06-21,29218,36,135,15380,"Buffalo-Cheektowaga, NY"
USGS,04216000,NIAGARA RIVER AT BUFFALO NY,42.87777778,-78.91638889,04120200,dv,00060,00003,1926-01-01,2020-03-31,34424,36,263700,15380,"Buffalo-Cheektowaga, NY"
USGS,02096500,"HAW RIVER AT HAW RIVER, NC",36.0872222,-79.3661111,03030002,dv,00060,00003,1928-10-01,2020-06-21,33497,37,606,15500,"Burlington, NC"
USGS,04285500,"NORTH BRANCH WINOOSKI RIVER AT WRIGHTSVILLE, VT",44.29950278,-72.57872119,04150403,dv,00060,00003,1933-10-01,2020-06-21,31676,50,69.2,15540,"Burlington-South Burlington, VT"
USGS,04286000,"WINOOSKI RIVER AT MONTPELIER, VT",44.25672595,-72.59344318,04150403,dv,00060,00003,1914-07-01,2020-06-21,36935,50,397,15540,"Burlington-South Burlington, VT"
USGS,04287000,"DOG RIVER AT NORTHFIELD FALLS, VT",44.1825606,-72.6406655,04150403,dv,00060,00003,1934-11-27,2020-06-21,31254,50,76.1,15540,"Burlington-South Burlington, VT"
USGS,04288000,"MAD RIVER NEAR MORETOWN, VT",44.2772802,-72.7426163,04150403,dv,00060,00003,1928-10-01,2020-06-21,33502,50,139,15540,"Burlington-South Burlington, VT"
USGS,04289000,"LITTLE RIVER NEAR WATERBURY, VT",44.37033339,-72.7687298,04150403,dv,00060,00003,1935-12-01,2020-06-21,30793,50,111,15540,"Burlington-South Burlington, VT"
USGS,04290500,"WINOOSKI RIVER NEAR ESSEX JUNCTION, VT",44.47893867,-73.1387381,04150403,dv,00060,00003,1928-10-01,2020-06-21,33496,50,1044,15540,"Burlington-South Burlington, VT"
USGS,04292000,"LAMOILLE RIVER AT JOHNSON, VT",44.6228287,-72.6762308,04150405,dv,00060,00003,1910-07-14,2020-06-21,34428,50,310,15540,"Burlington-South Burlington, VT"
USGS,04292500,"LAMOILLE RIVER AT EAST GEORGIA, VT",44.67921477,-73.0726365,04150405,dv,00060,00003,1929-08-26,2020-06-21,33173,50,686,15540,"Burlington-South Burlington, VT"
USGS,04293500,"MISSISQUOI RIVER NEAR EAST BERKSHIRE, VT",44.96004599,-72.696521,04150407,dv,00060,00003,1915-08-01,2020-06-21,36263,50,479,15540,"Burlington-South Burlington, VT"
USGS,01661500,"ST MARYS RIVER AT GREAT MILLS, MD",38.24175,-76.5036667,02070011,dv,00060,00003,1946-06-21,2020-06-21,26664,24,24,15680,"California-Lexington Park, MD"
USGS,03117000,Tuscarawas River at Massillon OH,40.7703357,-81.5240098,05040001,dv,00060,00003,1938-04-01,2020-06-21,30033,39,518,15940,"Canton-Massillon, OH"
USGS,03117500,Sandy Creek at Waynesburg OH,40.6725609,-81.2598308,05040001,dv,00060,00003,1938-12-01,2020-06-21,29789,39,253,15940,"Canton-Massillon, OH"
USGS,03118000,Middle Branch Nimishillen Creek at Canton OH,40.84144709,-81.3537229,05040001,dv,00060,00003,1941-10-01,2020-06-21,28752,39,43.1,15940,"Canton-Massillon, OH"
USGS,03118500,Nimishillen Creek at North Industry OH,40.7497222,-81.3694444,05040001,dv,00060,00003,1921-10-01,2020-06-21,36059,39,172,15940,"Canton-Massillon, OH"
USGS,03120500,McGuire Creek near Leesville OH,40.47034258,-81.196493,05040001,dv,00060,00003,1938-10-01,2020-06-21,21448,39,48.3,15940,"Canton-Massillon, OH"
USGS,03124500,Sugar Creek at Strasburg OH,40.5875624,-81.523175,05040001,dv,00060,00003,1931-07-29,2020-06-21,23399,39,311,15940,"Canton-Massillon, OH"
USGS,02291500,"IMPERIAL RIVER NEAR BONITA SPRINGS, FL",26.33583333,-81.74938889,03090204,dv,00060,00003,1940-06-01,2020-06-21,17419,12,NA,15980,"Cape Coral-Fort Myers, FL"
USGS,07021000,"Castor River at Zalma, MO",37.14663889,-90.0755,07140107,dv,00060,00003,1920-01-01,2020-06-21,33453,29,423,16020,"Cape Girardeau, MO-IL"
USGS,07022000,"Mississippi River at Thebes, IL",37.2216,-89.462975,07140105,dv,00060,00003,1933-04-01,2020-06-21,31128,17,713200,16020,"Cape Girardeau, MO-IL"
USGS,03612000,"CACHE RIVER AT FORMAN, IL",37.33644107,-88.923955,05140206,dv,00060,00003,1922-10-26,2020-06-21,35591,17,244,16060,"Carbondale-Marion, IL"
USGS,05597000,"BIG MUDDY RIVER AT PLUMFIELD, IL",37.89138889,-89.0194444,07140106,dv,00060,00003,1908-06-16,2020-06-21,40125,17,792,16060,"Carbondale-Marion, IL"
USGS,05599490,"BIG MUDDY RIVER AT RTE 127 AT MURPHYSBORO, IL",37.7583333,-89.3277778,07140106,dv,00060,00003,1916-12-06,2020-06-21,34993,17,2159,16060,"Carbondale-Marion, IL"
USGS,10310500,"CLEAR CK NR CARSON CITY, NV",39.11324216,-119.7982365,16050201,dv,00060,00003,1948-03-01,2020-06-21,16804,32,15.5,16180,"Carson City, NV"
USGS,10311000,"CARSON RV NR CARSON CITY, NV",39.10768747,-119.7132334,16050201,dv,00060,00003,1939-05-12,2020-06-21,29626,32,886,16180,"Carson City, NV"
USGS,06639000,"SWEETWATER RIVER NEAR ALCOVA, WY",42.48995905,-107.1339449,10180006,dv,00060,00003,1913-10-01,2020-06-21,25492,56,2338,16220,"Casper, WY"
USGS,05464500,"Cedar River at Cedar Rapids, IA",41.97194549,-91.667123900000007,07080205,dv,00060,00003,1902-10-01,2020-06-21,42999,19,6510,16300,"Cedar Rapids, IA"
USGS,01564500,"Aughwick Creek near Three Springs, PA",40.21258144,-77.9252764,02050304,dv,00060,00003,1938-06-01,2020-06-21,29970,42,205,16540,"Chambersburg-Waynesboro, PA"
USGS,03337000,"BONEYARD CREEK AT URBANA, IL",40.1111428,-88.2264375,05120109,dv,00060,00003,1948-07-15,2020-06-21,26275,17,4.46,16580,"Champaign-Urbana, IL"
USGS,05572000,"SANGAMON RIVER AT MONTICELLO, IL",40.03086735,-88.58895419,07130006,dv,00060,00003,1908-02-04,2020-06-21,40479,17,550,16580,"Champaign-Urbana, IL"
USGS,03152000,"LITTLE KANAWHA RIVER AT GLENVILLE, WV",38.9329722,-80.8382222,05030203,dv,00060,00003,1915-06-01,2020-06-21,28506,54,387,16620,"Charleston, WV"
USGS,03154000,"WEST FORK LITTLE KANAWHA RIVER AT ROCKSDALE, WV",38.84425369,-81.2226168,05030203,dv,00060,00003,1928-10-01,2020-06-21,17062,54,205,16620,"Charleston, WV"
USGS,03155000,"LITTLE KANAWHA RIVER AT PALESTINE, WV",39.0589686,-81.38956408,05030203,dv,00060,00003,1939-10-01,2020-06-21,29485,54,1516,16620,"Charleston, WV"
USGS,03155220,"SOUTH FORK HUGHES RIVER BELOW MACFARLAN, WV",39.07896905,-81.2123373,05030203,dv,00060,00003,1915-06-01,2020-06-21,9792,54,229,16620,"Charleston, WV"
USGS,03190000,"MEADOW RIVER AT NALLEN, WV",38.1126125,-80.8762069,05050005,dv,00060,00003,1909-01-01,2020-06-21,21294,54,287,16620,"Charleston, WV"
USGS,03191500,"PETERS CREEK NEAR LOCKWOOD, WV",38.2646111,-81.0231111,05050005,dv,00060,00003,1945-10-01,2020-06-21,17646,54,40.2,16620,"Charleston, WV"
USGS,03192000,"GAULEY RIVER ABOVE BELVA, WV",38.2334395,-81.1809415,05050005,dv,00060,00003,1928-10-20,2020-06-21,33483,54,1317,16620,"Charleston, WV"
USGS,03193000,"KANAWHA RIVER AT KANAWHA FALLS, WV",38.1381632,-81.2142745,05050006,dv,00060,00003,1877-04-01,2020-06-21,52312,54,8371,16620,"Charleston, WV"
USGS,03197000,"ELK RIVER AT QUEEN SHOALS, WV",38.47093228,-81.2840057,05050007,dv,00060,00003,1928-10-01,2020-06-21,33502,54,1145,16620,"Charleston, WV"
USGS,03198000,"KANAWHA RIVER AT CHARLESTON, WV",38.37148448,-81.7020701,05050008,dv,00060,00003,1939-06-01,2020-06-21,29443,54,10448,16620,"Charleston, WV"
USGS,03198500,"BIG COAL RIVER AT ASHFORD, WV",38.1798222,-81.7115106,05050009,dv,00060,00003,1908-07-01,2020-06-21,35932,54,391,16620,"Charleston, WV"
USGS,03200500,"COAL RIVER AT TORNADO, WV",38.33898309,-81.841518,05050009,dv,00060,00003,1908-07-01,2020-06-21,23739,54,862,16620,"Charleston, WV"
USGS,03201000,"POCATALICO RIVER AT SISSONVILLE, WV",38.52620409,-81.6312379,05050008,dv,00060,00003,1908-07-01,2020-06-21,21442,54,238,16620,"Charleston, WV"
USGS,02171500,"SANTEE RIVER NEAR PINEVILLE, SC",33.45433217,-80.14147189,03050112,dv,00060,00003,1942-05-01,2020-06-21,28470,45,14700,16700,"Charleston-North Charleston, SC"
USGS,02175000,"EDISTO RIVER NR GIVHANS, SC",33.02794645,-80.3914876,03050206,dv,00060,00003,1939-01-01,2020-06-21,29758,45,2730,16700,"Charleston-North Charleston, SC"
USGS,02099000,"EAST FORK DEEP RIVER NEAR HIGH POINT, NC",36.0372222,-79.9455556,03030003,dv,00060,00003,1928-10-01,2020-06-21,32219,37,14.8,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",35.85666667,-80.3869444,03040101,dv,00060,00003,1928-08-01,2020-06-21,33557,37,2280,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",35.845,-80.65888889,03040102,dv,00060,00003,1938-10-01,2020-06-21,29850,37,306,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02126000,"ROCKY RIVER NEAR NORWOOD, NC",35.14888889,-80.1758333,03040105,dv,00060,00003,1929-10-01,2020-06-21,33137,37,1372,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02129000,"PEE DEE R NR ROCKINGHAM, NC",34.9458333,-79.8697222,03040201,dv,00060,00003,1906-09-01,2020-06-21,35816,37,6863,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02143000,"HENRY FORK NEAR HENRY RIVER, NC",35.68444444,-81.4033333,03050102,dv,00060,00003,1925-08-01,2020-06-21,30975,37,83.2,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02145000,"SOUTH FORK CATAWBA RIVER AT LOWELL, NC",35.28527778,-81.1011111,03050102,dv,00060,00003,1942-02-01,2020-06-21,24028,37,628,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02146000,"CATAWBA RIVER NEAR ROCK HILL, SC",34.98486935,-80.9739658,03050103,dv,00060,00003,1895-10-01,2020-06-21,31072,45,3050,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,02156500,"BROAD RIVER NEAR CARLISLE, SC",34.5951393,-81.4212089,03050106,dv,00060,00003,1938-10-01,2020-06-21,29850,45,2790,16740,"Charlotte-Concord-Gastonia, NC-SC"
USGS,01622000,"NORTH RIVER NEAR BURKETOWN, VA",38.3404051,-78.9136385,02070005,dv,00060,00003,1926-06-01,2020-06-21,33422,51,376,16820,"Charlottesville, VA"
USGS,01625000,"MIDDLE RIVER NEAR GROTTOES, VA",38.26179616,-78.8619703,02070005,dv,00060,00003,1927-10-01,2020-06-21,33868,51,373,16820,"Charlottesville, VA"
USGS,01627500,"SOUTH RIVER AT HARRISTON, VA",38.21874208,-78.8366915,02070005,dv,00060,00003,1925-02-15,2020-06-21,28615,51,212,16820,"Charlottesville, VA"
USGS,01628500,"S F SHENANDOAH RIVER NEAR LYNNWOOD, VA",38.32262796,-78.7547457,02070005,dv,00060,00003,1930-10-01,2020-06-21,32771,51,1079,16820,"Charlottesville, VA"
USGS,01665500,"RAPIDAN RIVER NEAR RUCKERSVILLE, VA",38.28068606,-78.340007,02080103,dv,00060,00003,1942-10-01,2020-06-21,27201,51,115,16820,"Charlottesville, VA"
USGS,01666500,"ROBINSON RIVER NEAR LOCUST DALE, VA",38.32513047,-78.0955557,02080103,dv,00060,00003,1943-07-29,2020-06-21,28088,51,179,16820,"Charlottesville, VA"
USGS,02026000,"JAMES RIVER AT BENT CREEK, VA",37.5362539,-78.8294611,02080203,dv,00060,00003,1925-04-01,2020-06-21,34781,51,3649,16820,"Charlottesville, VA"
USGS,02027000,"TYE RIVER NEAR LOVINGSTON, VA",37.71541868,-78.981691,02080203,dv,00060,00003,1938-10-01,2020-06-21,29850,51,93,16820,"Charlottesville, VA"
USGS,02027500,"PINEY RIVER AT PINEY RIVER, VA",37.7023625,-79.0275254,02080203,dv,00060,00003,1949-10-01,2020-06-21,25831,51,47.7,16820,"Charlottesville, VA"
USGS,02028500,"ROCKFISH RIVER NEAR GREENFIELD, VA",37.86958499,-78.8233543,02080203,dv,00060,00003,1943-04-01,2020-06-21,28207,51,94.8,16820,"Charlottesville, VA"
USGS,02029000,"JAMES RIVER AT SCOTTSVILLE, VA",37.7973651,-78.491398,02080203,dv,00060,00003,1924-10-01,2020-06-21,34963,51,4581,16820,"Charlottesville, VA"
USGS,02030000,"HARDWARE RIVER BL BRIERY RUN NR SCOTTSVILLE, VA",37.81264259,-78.4552862,02080203,dv,00060,00003,1938-10-01,2020-06-21,29494,51,116,16820,"Charlottesville, VA"
USGS,02030500,"SLATE RIVER NEAR ARVONIA, VA",37.70292198,-78.37750429,02080203,dv,00060,00003,1926-04-01,2020-06-20,30510,51,226,16820,"Charlottesville, VA"
USGS,02031000,"MECHUMS RIVER NEAR WHITE HALL, VA",38.10263608,-78.5927935,02080204,dv,00060,00003,1942-10-01,2020-06-21,18161,51,95.3,16820,"Charlottesville, VA"
USGS,02034000,"RIVANNA RIVER AT PALMYRA, VA",37.8579192,-78.2658373,02080204,dv,00060,00003,1934-10-01,2020-06-21,31309,51,663,16820,"Charlottesville, VA"
USGS,02035000,"JAMES RIVER AT CARTERSVILLE, VA",37.67097957,-78.0858328,02080205,dv,00060,00003,1899-01-01,2020-06-21,44367,51,6252,16820,"Charlottesville, VA"
USGS,02385500,"MILL CREEK AT DALTON, GA",34.78844444,-84.9750278,03150101,dv,00060,00003,1943-08-01,2020-06-21,11395,13,40,16860,"Chattanooga, TN-GA"
USGS,03567500,"SOUTH CHICKAMAUGA CREEK NEAR CHICKAMAUGA, TN",35.0141218,-85.2065961,06020001,dv,00060,00003,1928-10-01,2020-06-21,26195,47,428,16860,"Chattanooga, TN-GA"
USGS,03571000,"SEQUATCHIE RIVER NEAR WHITWELL, TN",35.20657915,-85.4970983,06020004,dv,00060,00003,1920-10-01,2020-06-21,33499,47,402,16860,"Chattanooga, TN-GA"
USGS,04093000,"DEEP RIVER AT LAKE GEORGE OUTLET AT HOBART, IN",41.53614807,-87.25697989,04040001,dv,00060,00003,1947-04-01,2020-06-21,26746,18,124,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,04094000,"LITTLE CALUMET RIVER AT PORTER, IN",41.62170456,-87.0869777,04040001,dv,00060,00003,1945-10-01,2020-06-21,27293,18,66.2,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05431486,"TURTLE CREEK AT CARVERS ROCK ROAD NEAR CLINTON, WI",42.5972222,-88.8291667,07090001,dv,00060,00003,1939-09-25,2020-06-21,29485,55,199,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05438500,"KISHWAUKEE RIVER AT BELVIDERE, IL",42.25613208,-88.8631565,07090006,dv,00060,00003,1939-10-01,2020-06-21,29484,17,538,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05439000,"SOUTH BRANCH KISHWAUKEE RIVER AT DEKALB, IL",41.9311111,-88.7597222,07090006,dv,00060,00003,1925-07-17,2020-06-21,17904,17,77.7,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05439500,SOUTH BRANCH KISHWAUKEE RIVER NR FAIRDALE IL,42.11058064,-88.9006527,07090006,dv,00060,00003,1939-10-01,2020-06-21,29480,17,387,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05517500,"KANKAKEE RIVER AT DUNNS BRIDGE, IN",41.2200392,-86.968356,07120001,dv,00060,00003,1948-10-01,2020-06-21,26197,18,1352,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05518000,"KANKAKEE RIVER AT SHELBY, IN",41.1828134,-87.3403096,07120001,dv,00060,00003,1923-04-01,2020-06-21,35512,18,1779,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05520500,"KANKAKEE RIVER AT MOMENCE, IL",41.16003338,-87.6686483,07120001,dv,00060,00003,1905-02-24,2020-06-21,38999,17,2294,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05522500,"IROQUOIS RIVER AT RENSSELAER, IN",40.9333713,-87.1289112,07120002,dv,00060,00003,1948-10-01,2020-06-21,26197,18,203,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05524500,"IROQUOIS RIVER NEAR FORESMAN, IN",40.87059306,-87.3066912,07120002,dv,00060,00003,1949-04-01,2020-06-21,26013,18,449,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05525000,"IROQUOIS RIVER AT IROQUOIS, IL",40.8228134,-87.5814187,07120002,dv,00060,00003,1944-10-01,2020-06-21,27658,17,686,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05526000,"IROQUOIS RIVER NEAR CHEBANSE, IL",41.0089215,-87.8233719,07120002,dv,00060,00003,1923-04-13,2020-06-21,35289,17,2091,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05527500,"KANKAKEE RIVER NEAR WILMINGTON, IL",41.34669805,-88.1864487,07120001,dv,00060,00003,1914-11-06,2020-06-21,38025,17,5150,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05528000,"DES PLAINES RIVER NEAR GURNEE, IL",42.34388889,-87.9411111,07120004,dv,00060,00003,1945-10-01,2020-06-21,23633,17,232,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05529000,"DES PLAINES RIVER NEAR DES PLAINES, IL",42.0872222,-87.8872222,07120004,dv,00060,00003,1940-10-01,2020-06-21,29119,17,360,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05531500,"SALT CREEK AT WESTERN SPRINGS, IL",41.8258333,-87.9002778,07120004,dv,00060,00003,1945-10-01,2020-06-21,27292,17,115,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05532500,"DES PLAINES RIVER AT RIVERSIDE, IL",41.82166667,-87.8219444,07120004,dv,00060,00003,1943-10-01,2020-06-21,28024,17,630,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536190,"HART DITCH AT MUNSTER, IN",41.5611467,-87.4805959,07120003,dv,00060,00003,1942-10-01,2020-06-21,28389,18,70.7,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536215,"THORN CREEK AT GLENWOOD, IL",41.53031265,-87.62226619,07120003,dv,00060,00003,1949-05-17,2020-06-21,25969,17,24.7,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536235,"DEER CREEK NEAR CHICAGO HEIGHTS, IL",41.52086839,-87.5903206,07120003,dv,00060,00003,1948-05-17,2020-06-21,26334,17,23.1,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536255,"BUTTERFIELD CREEK AT FLOSSMOOR, IL",41.5400347,-87.6492117,07120003,dv,00060,00003,1948-05-17,2020-06-21,26334,17,23.5,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536265,"LANSING DITCH NEAR LANSING, IL",41.52836868,-87.5292077,07120003,dv,00060,00003,1948-05-17,2020-06-21,26334,17,8.84,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536275,"THORN CREEK AT THORNTON, IL",41.56836818,-87.60782209,07120003,dv,00060,00003,1948-05-17,2020-06-21,26334,17,104,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05536290,"LITTLE CALUMET RIVER AT SOUTH HOLLAND, IL",41.60697925,-87.5978226,07120003,dv,00060,00003,1947-10-01,2020-06-21,26563,17,208,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05539000,"HICKORY CREEK AT JOLIET, IL",41.515031,-88.0733913,07120004,dv,00060,00003,1944-10-01,2020-06-21,27658,17,107.5,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05540500,"DU PAGE RIVER AT SHOREWOOD, IL",41.5222527,-88.1925623,07120004,dv,00060,00003,1940-10-01,2020-06-21,29119,17,324,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05542000,"MAZON RIVER NEAR COAL CITY, IL",41.2861433,-88.3597871,07120005,dv,00060,00003,1939-10-01,2020-06-21,28406,17,455,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05543500,"ILLINOIS RIVER AT MARSEILLES, IL",41.32697786,-88.7175739,07120005,dv,00060,00003,1919-10-01,2020-06-21,36686,17,8259,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05549000,"BOONE CREEK NEAR MC HENRY, IL",42.32055556,-88.3127778,07120006,dv,00060,00003,1948-07-13,2020-06-21,15288,17,15.5,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05552500,"FOX RIVER AT DAYTON, IL",41.38447735,-88.7892423,07120007,dv,00060,00003,1914-11-05,2020-06-21,38581,17,2642,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05554500,"VERMILION RIVER AT PONTIAC, IL",40.87781116,-88.636173,07130002,dv,00060,00003,1942-10-01,2020-06-21,28389,17,579,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,05555300,"VERMILION RIVER NEAR LEONORE, IL",41.20836786,-88.93091189,07130002,dv,00060,00003,1931-05-08,2020-06-21,32552,17,1251,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
USGS,11381500,MILL C NR LOS MOLINOS CA,40.0546022,-122.0241541,18020156,dv,00060,00003,1928-10-01,2020-06-21,33502,06,131,17020,"Chico, CA"
USGS,11383500,DEER C NR VINA CA,40.01404745,-121.9483181,18020157,dv,00060,00003,1911-10-01,2020-06-21,38067,06,208,17020,"Chico, CA"
USGS,11390000,BUTTE C NR CHICO CA,39.72599524,-121.7088643,18020158,dv,00060,00003,1930-10-01,2020-06-21,32772,06,147,17020,"Chico, CA"
USGS,11396000,LOST C NR CLIPPER MILLS CA,39.5735007,-121.141625,18020123,dv,00060,00003,1927-10-01,2019-09-30,31046,06,30,17020,"Chico, CA"
USGS,11404500,NF FEATHER R A PULGA CA,39.79432869,-121.4516352,18020121,dv,00060,00003,1911-04-01,2019-09-30,39265,06,1953,17020,"Chico, CA"
USGS,11407000,FEATHER R A OROVILLE CA,39.52155294,-121.5477477,18020159,dv,00060,00003,1901-10-01,2019-09-30,43099,06,3624,17020,"Chico, CA"
USGS,03245500,Little Miami River at Milford OH,39.17144887,-84.2979933,05090202,dv,00060,00003,1915-10-01,2020-06-21,34800,39,1203,17140,"Cincinnati, OH-KY-IN"
USGS,03246500,East Fork Little Miami River at Williamsburg OH,39.05256455,-84.0504885,05090202,dv,00060,00003,1949-03-01,2020-06-21,9546,39,237,17140,"Cincinnati, OH-KY-IN"
USGS,03247500,East Fork Little Miami River at Perintown OH,39.13700548,-84.2379918,05090202,dv,00060,00003,1915-10-01,2020-06-21,35511,39,476,17140,"Cincinnati, OH-KY-IN"
USGS,03251500,"LICKING RIVER AT MCKINNEYSBURG, KY",38.60007244,-84.2663239,05100101,dv,00060,00003,1924-07-23,2020-06-21,28436,21,2326,17140,"Cincinnati, OH-KY-IN"
USGS,03253000,"SOUTH FORK LICKING RIVER AT HAYES, KY",38.6586817,-84.3518814,05100102,dv,00060,00003,1928-10-01,2020-06-21,3759,21,915,17140,"Cincinnati, OH-KY-IN"
USGS,03253500,"LICKING RIVER AT CATAWBA, KY",38.7103478,-84.3107693,05100101,dv,00060,00003,1915-08-01,2020-06-21,29992,21,3300,17140,"Cincinnati, OH-KY-IN"
